,Name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
6401,Maruti Ritz LDi,2011,170000,175000,Diesel,Individual,Manual,Second Owner,21.0,1248.0,73.0,190.0,5.0
6402,Maruti Ritz LDi,2011,160000,140000,Diesel,Individual,Manual,First Owner,21.0,1248.0,73.0,190.0,5.0
6403,Maruti Ritz LXI,2011,215000,40000,Petrol,Individual,Manual,First Owner,21.0,1197.0,85.0,114.0,5.0
6404,Maruti Ritz LXI,2011,200000,100000,Petrol,Individual,Manual,Second Owner,21.0,1197.0,85.0,114.0,5.0
6405,Maruti Ritz VDi,2011,250000,60000,Diesel,Individual,Manual,Second Owner,21.0,1248.0,73.0,113.0,5.0
6406,Maruti Ritz VDi,2011,270000,89000,Diesel,Individual,Manual,Second Owner,21.0,1248.0,73.0,113.0,5.0
6407,Maruti Ritz VDi,2011,204999,85000,Diesel,Individual,Manual,Second Owner,21.0,1248.0,73.0,113.0,5.0
6408,Maruti Ritz VDi,2011,300000,90000,Diesel,Individual,Manual,Second Owner,21.0,1248.0,73.0,113.0,5.0
6409,Maruti Ritz VDi,2011,290000,110000,Diesel,Individual,Manual,Second Owner,21.0,1248.0,73.0,113.0,5.0
6410,Maruti Ritz VDi,2011,275000,165000,Diesel,Individual,Manual,First Owner,21.0,1248.0,73.0,113.0,5.0
6411,Maruti Ritz VDi,2011,350000,118000,Diesel,Individual,Manual,Second Owner,21.0,1248.0,73.0,113.0,5.0
6412,Maruti Ritz VDi,2011,250000,90000,Diesel,Individual,Manual,Third Owner,21.0,1248.0,73.0,113.0,5.0
6413,Maruti Ritz VDi ABS,2011,210000,100000,Diesel,Individual,Manual,Second Owner,21.0,1248.0,73.0,113.0,5.0
6414,Maruti Ritz VXi,2011,229999,18500,Petrol,Individual,Manual,First Owner,18.0,1197.0,85.0,114.0,5.0
6415,Maruti Ritz VXi (ABS) BS IV,2011,190000,47000,Petrol,Individual,Manual,First Owner,18.0,1197.0,85.0,114.0,5.0
6416,Maruti Swift 1.3 ZXI,2011,320000,85000,Petrol,Individual,Manual,First Owner,18.979311214835374,1458.455784029267,91.28908219868886,168.313525107242,5.0
6417,Maruti Swift Dzire LDi,2011,240000,90000,Diesel,Individual,Manual,Second Owner,19.0,1248.0,73.0,190.0,5.0
6418,Maruti Swift Dzire LDi,2011,270000,60000,Diesel,Individual,Manual,Second Owner,19.0,1248.0,73.0,190.0,5.0
6419,Maruti Swift Dzire LDi,2011,430000,120000,Diesel,Individual,Manual,Second Owner,19.0,1248.0,73.0,190.0,5.0
6420,Maruti Swift Dzire VDi,2011,350000,137500,Diesel,Individual,Manual,Third Owner,19.0,1248.0,73.0,190.0,5.0
6421,Maruti Swift Dzire VDi,2011,300000,125000,Diesel,Individual,Manual,First Owner,19.0,1248.0,73.0,190.0,5.0
6422,Maruti Swift Dzire Vdi BSIV,2011,250000,170000,Diesel,Individual,Manual,First Owner,19.0,1248.0,73.0,190.0,5.0
6423,Maruti Swift Dzire Vdi BSIV,2011,347000,80600,Diesel,Individual,Manual,First Owner,19.0,1248.0,73.0,190.0,5.0
6424,Maruti Swift Dzire Vdi BSIV,2011,500000,60000,Diesel,Individual,Manual,Second Owner,19.0,1248.0,73.0,190.0,5.0
6425,Maruti Swift Dzire Vdi BSIV,2011,265000,60000,Diesel,Individual,Manual,First Owner,19.0,1248.0,73.0,190.0,5.0
6426,Maruti Swift Dzire VXi,2011,300000,100000,Petrol,Individual,Manual,Second Owner,17.0,1298.0,85.0,114.0,5.0
6427,Maruti Swift Dzire VXi,2011,275000,70000,Petrol,Individual,Manual,Third Owner,17.0,1298.0,85.0,114.0,5.0
6428,Maruti Swift Dzire ZDi,2011,265000,90000,Diesel,Individual,Manual,Fourth & Above Owner,19.0,1248.0,73.0,190.0,5.0
6429,Maruti Swift Dzire ZDi,2011,320000,110000,Diesel,Individual,Manual,Second Owner,19.0,1248.0,73.0,190.0,5.0
6430,Maruti Swift Dzire ZDi,2011,350000,120000,Diesel,Individual,Manual,Second Owner,19.0,1248.0,73.0,190.0,5.0
6431,Maruti Swift Dzire ZDi,2011,300000,120000,Diesel,Individual,Manual,Third Owner,19.0,1248.0,73.0,190.0,5.0
6432,Maruti Swift Dzire ZDi,2011,310000,70000,Diesel,Individual,Manual,Second Owner,19.0,1248.0,73.0,190.0,5.0
6433,Maruti Swift Dzire ZXi,2011,335000,15000,Petrol,Individual,Manual,First Owner,17.0,1298.0,85.0,114.0,5.0
6434,Maruti Swift LXI,2011,275000,50000,Petrol,Individual,Manual,First Owner,18.0,1197.0,85.0,114.0,5.0
6435,Maruti Swift LXI,2011,277000,55403,Petrol,Dealer,Manual,First Owner,18.0,1197.0,85.0,114.0,5.0
6436,Maruti Swift VDI,2011,300000,70000,Diesel,Individual,Manual,Second Owner,22.0,1248.0,74.0,190.0,5.0
6437,Maruti Swift VDI,2011,280000,210000,Diesel,Individual,Manual,First Owner,22.0,1248.0,74.0,190.0,5.0
6438,Maruti Swift VDI,2011,235000,100000,Diesel,Individual,Manual,Second Owner,22.0,1248.0,74.0,190.0,5.0
6439,Maruti Swift VDI,2011,375000,90000,Diesel,Individual,Manual,Second Owner,22.0,1248.0,74.0,190.0,5.0
6440,Maruti Swift VDI,2011,400000,72000,Diesel,Individual,Manual,First Owner,22.0,1248.0,74.0,190.0,5.0
6441,Maruti Swift VDI,2011,400000,72000,Diesel,Individual,Manual,First Owner,22.0,1248.0,74.0,190.0,5.0
6442,Maruti Swift VDI,2011,325000,70000,Diesel,Individual,Manual,First Owner,22.0,1248.0,74.0,190.0,5.0
6443,Maruti Swift VDI,2011,400000,60000,Diesel,Individual,Manual,First Owner,22.0,1248.0,74.0,190.0,5.0
6444,Maruti Swift Vdi BSIII,2011,305000,188000,Diesel,Individual,Manual,Second Owner,17.0,1248.0,75.0,190.0,5.0
6445,Maruti Swift Vdi BSIII,2011,305000,188000,Diesel,Individual,Manual,Second Owner,17.0,1248.0,75.0,190.0,5.0
6446,Maruti Swift VDI BSIV,2011,295000,50000,Diesel,Individual,Manual,First Owner,18.979311214835374,1458.455784029267,91.28908219868886,168.313525107242,5.0
6447,Maruti Swift VDI BSIV,2011,320000,120000,Diesel,Individual,Manual,Second Owner,18.979311214835374,1458.455784029267,91.28908219868886,168.313525107242,5.0
6448,Maruti Swift VDI BSIV,2011,340000,160000,Diesel,Individual,Manual,Second Owner,18.979311214835374,1458.455784029267,91.28908219868886,168.313525107242,5.0
6449,Maruti Swift VDI BSIV,2011,350000,160000,Diesel,Individual,Manual,First Owner,18.979311214835374,1458.455784029267,91.28908219868886,168.313525107242,5.0
6450,Maruti Swift VDI BSIV,2011,375000,97000,Diesel,Dealer,Manual,First Owner,25.0,1248.0,74.0,190.0,5.0
6451,Maruti Swift VDI BSIV W ABS,2011,290000,77000,Diesel,Individual,Manual,Second Owner,18.979311214835374,1458.455784029267,91.28908219868886,168.313525107242,5.0
6452,Maruti Swift VDI BSIV W ABS,2011,280000,85000,Diesel,Individual,Manual,First Owner,18.979311214835374,1458.455784029267,91.28908219868886,168.313525107242,5.0
6453,Maruti Swift VXI,2011,280000,20000,Petrol,Individual,Manual,Second Owner,18.0,1197.0,85.0,114.0,5.0
6454,Maruti Swift ZXI ABS,2011,325000,58000,Petrol,Individual,Manual,Third Owner,16.0,1298.0,88.0,11.0,5.0
6455,Maruti SX4 Celebration Diesel,2011,242000,120000,Diesel,Individual,Manual,First Owner,21.0,1248.0,88.0,200.0,5.0
6456,Maruti SX4 Celebration Diesel,2011,242000,120000,Diesel,Individual,Manual,First Owner,21.0,1248.0,88.0,200.0,5.0
6457,Maruti SX4 Vxi BSIV,2011,350000,48756,Petrol,Individual,Manual,Second Owner,15.0,1586.0,103.0,145.0,5.0
6458,Maruti SX4 Vxi BSIV,2011,190000,80000,Petrol,Individual,Manual,Third Owner,15.0,1586.0,103.0,145.0,5.0
6459,Maruti SX4 ZDI,2011,250000,85000,Diesel,Individual,Manual,Second Owner,21.0,1248.0,88.0,200.0,5.0
6460,Maruti SX4 ZDI Leather,2011,350000,115000,Diesel,Individual,Manual,Fourth & Above Owner,21.0,1248.0,88.0,200.0,5.0
6461,Maruti SX4 ZXI AT,2011,220000,65000,Petrol,Individual,Automatic,Third Owner,12.0,1586.0,103.0,145.0,5.0
6462,Maruti SX4 ZXI AT,2011,260000,65000,Petrol,Individual,Automatic,Third Owner,12.0,1586.0,103.0,145.0,5.0
6463,Maruti Wagon R AX BSIV,2011,250000,65000,Petrol,Individual,Manual,Second Owner,18.0,998.0,67.0,90.0,5.0
6464,Maruti Wagon R Duo Lxi,2011,300000,300000,LPG,Individual,Manual,First Owner,26.0,998.0,58.0,77.0,5.0
6465,Maruti Wagon R LXI BS IV,2011,196000,110000,Petrol,Individual,Manual,First Owner,18.0,998.0,67.0,90.0,5.0
6466,Maruti Wagon R LXI BS IV,2011,240000,64500,Petrol,Individual,Manual,First Owner,18.0,998.0,67.0,90.0,5.0
6467,Maruti Wagon R LXI BS IV,2011,210000,90000,Petrol,Individual,Manual,Second Owner,18.0,998.0,67.0,90.0,5.0
6468,Maruti Wagon R LXI BSIII,2011,195000,120000,Petrol,Individual,Manual,First Owner,18.0,998.0,67.0,90.0,5.0
6469,Maruti Wagon R LXI CNG,2011,200000,137000,CNG,Individual,Manual,First Owner,26.0,998.0,58.0,77.0,5.0
6470,Maruti Wagon R LXI LPG BSIV,2011,200000,70000,LPG,Individual,Manual,First Owner,26.0,998.0,58.0,77.0,5.0
6471,Maruti Wagon R VXI BS IV,2011,270000,40000,Petrol,Individual,Manual,First Owner,18.0,998.0,67.0,90.0,5.0
6472,Maruti Wagon R VXI BS IV,2011,200000,94000,Petrol,Individual,Manual,Third Owner,18.0,998.0,67.0,90.0,5.0
6473,Maruti Wagon R VXI BS IV,2011,220000,40000,Petrol,Individual,Manual,First Owner,18.0,998.0,67.0,90.0,5.0
6474,Maruti Wagon R VXI BS IV,2011,376000,60000,Petrol,Individual,Manual,First Owner,18.0,998.0,67.0,90.0,5.0
6475,Maruti Wagon R VXI BS IV,2011,229999,500000,Petrol,Individual,Manual,Second Owner,18.0,998.0,67.0,90.0,5.0
6476,Maruti Wagon R VXI BS IV,2011,246000,139000,Petrol,Individual,Manual,First Owner,18.0,998.0,67.0,90.0,5.0
6477,Maruti Wagon R VXI BS IV with ABS,2011,225000,20000,Petrol,Individual,Manual,First Owner,18.0,998.0,67.0,90.0,5.0
6478,Maruti Wagon R VXI BSIII,2011,200000,80000,Petrol,Individual,Manual,First Owner,18.0,998.0,67.0,90.0,5.0
6479,Maruti Wagon R VXI Minor,2011,265000,80000,Petrol,Individual,Manual,First Owner,18.0,998.0,67.0,90.0,5.0
6480,Maruti Zen Estilo LX BSIV,2011,300000,40000,Petrol,Individual,Manual,Third Owner,19.0,998.0,67.0,90.0,5.0
6481,Maruti Zen Estilo LXI Green (CNG),2011,200000,80000,CNG,Individual,Manual,First Owner,26.0,998.0,67.0,90.0,5.0
6482,Maruti Zen Estilo VXI BSIV,2011,270000,30000,Petrol,Individual,Manual,First Owner,19.0,998.0,67.0,90.0,5.0
6483,Maruti Zen Estilo VXI BSIV W ABS,2011,170000,55113,Petrol,Individual,Manual,First Owner,18.979311214835374,1458.455784029267,91.28908219868886,168.313525107242,5.0
6484,Maruti Zen Estilo VXI BSIV W ABS,2011,200000,40000,Petrol,Individual,Manual,First Owner,18.979311214835374,1458.455784029267,91.28908219868886,168.313525107242,5.0
6485,Mercedes-Benz E-Class E 220 CDI Avantgarde,2011,1600000,74000,Diesel,Dealer,Automatic,First Owner,10.0,2148.0,170.0,400.0,5.0
6486,Mercedes-Benz E-Class E 250 Elegance,2011,1190000,80000,Petrol,Individual,Automatic,Second Owner,10.0,2497.0,204.0,245.0,5.0
6487,Mercedes-Benz E-Class E250 CDI Elegance,2011,1600000,70000,Diesel,Individual,Automatic,First Owner,14.0,2143.0,203.0,500.0,5.0
6488,Mercedes-Benz M-Class ML 350 4Matic,2011,1700000,110000,Diesel,Individual,Automatic,Third Owner,0.0,2987.0,165.0,510.0,5.0
6489,Mercedes-Benz M-Class ML 350 4Matic,2011,1700000,110000,Diesel,Individual,Automatic,Third Owner,0.0,2987.0,165.0,510.0,5.0
6490,Mercedes-Benz New C-Class 250 CDI Classic,2011,1350000,80000,Diesel,Individual,Automatic,First Owner,15.0,2148.0,170.0,42.0,5.0
6491,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,2011,1350000,81500,Diesel,Individual,Automatic,Second Owner,14.0,2143.0,167.0,400.0,5.0
6492,Mercedes-Benz New C-Class C 250 CDI Elegance,2011,1000000,90000,Diesel,Dealer,Automatic,First Owner,14.0,2143.0,204.0,500.0,5.0
6493,Mitsubishi Pajero 2.8 SFX BSIII Single Tone,2011,625000,120000,Diesel,Individual,Manual,Second Owner,10.0,2835.0,116.0,292.0,6.0
6494,Nissan Micra Diesel XV,2011,250000,50000,Diesel,Individual,Manual,First Owner,23.0,1461.0,63.0,160.0,5.0
6495,Nissan Micra Diesel XV,2011,275000,45000,Diesel,Individual,Manual,First Owner,23.0,1461.0,63.0,160.0,5.0
6496,Nissan Micra Diesel XV,2011,254999,110000,Diesel,Individual,Manual,Second Owner,23.0,1461.0,63.0,160.0,5.0
6497,Nissan Micra Diesel XV,2011,210000,110000,Diesel,Individual,Manual,Third Owner,23.0,1461.0,63.0,160.0,5.0
6498,Nissan Micra XE,2011,110000,110000,Petrol,Individual,Manual,First Owner,18.0,1198.0,75.0,104.0,5.0
6499,Nissan Micra XL,2011,200000,43500,Petrol,Individual,Manual,Second Owner,18.0,1198.0,75.0,104.0,5.0
6500,Nissan Micra XV,2011,300000,60000,Petrol,Individual,Manual,Second Owner,18.0,1198.0,75.0,104.0,5.0
6501,Nissan Micra XV,2011,235000,90000,Petrol,Individual,Manual,Second Owner,18.0,1198.0,75.0,104.0,5.0
6502,Nissan Sunny XE,2011,350000,25000,Petrol,Individual,Manual,Second Owner,16.0,1498.0,97.0,134.0,5.0
6503,Nissan Sunny XL,2011,280000,96000,Petrol,Individual,Manual,First Owner,16.0,1498.0,97.0,134.0,5.0
6504,Nissan Sunny XV,2011,350000,47000,Petrol,Individual,Manual,Second Owner,16.0,1498.0,97.0,134.0,5.0
6505,Nissan Sunny XV,2011,250000,110000,Petrol,Individual,Manual,First Owner,16.0,1498.0,97.0,134.0,5.0
6506,Renault Fluence 2.0,2011,600000,43000,Petrol,Dealer,Automatic,First Owner,13.0,1997.0,135.0,190.0,5.0
6507,Skoda Fabia 1.2 MPI Ambition,2011,200000,120000,Petrol,Individual,Manual,Second Owner,16.0,1198.0,73.0,110.0,5.0
6508,Skoda Fabia 1.2L Diesel Ambiente,2011,210000,100000,Diesel,Individual,Manual,First Owner,19.0,1199.0,75.0,180.0,5.0
6509,Skoda Fabia 1.2L Diesel Elegance,2011,300000,265000,Diesel,Individual,Manual,Second Owner,20.0,1199.0,75.0,180.0,5.0
6510,Skoda Fabia 1.2L Diesel Elegance,2011,325000,160000,Diesel,Individual,Manual,Third Owner,20.0,1199.0,75.0,180.0,5.0
6511,Skoda Fabia 1.2L Diesel Elegance,2011,340000,145000,Diesel,Individual,Manual,First Owner,20.0,1199.0,75.0,180.0,5.0
6512,Skoda Laura Ambiente 2.0 TDI CR MT,2011,270000,140000,Diesel,Individual,Manual,Second Owner,20.0,1968.0,108.0,250.0,5.0
6513,Skoda Rapid 1.6 TDI Elegance,2011,411000,64481,Diesel,Dealer,Manual,Second Owner,20.0,1598.0,103.0,250.0,5.0
6514,Skoda Yeti Ambition 4WD,2011,600000,202000,Diesel,Individual,Manual,First Owner,17.0,1968.0,138.0,320.0,5.0
6515,Tata Aria Pride,2011,337000,142000,Diesel,Individual,Manual,Third Owner,13.0,2179.0,138.0,320.0,7.0
6516,Tata Indica V2 2001-2011 eLX,2011,130000,90000,Diesel,Individual,Manual,Second Owner,25.0,1396.0,69.0,140.0,5.0
6517,Tata Indica V2 2001-2011 eLX,2011,165000,75000,Diesel,Dealer,Manual,Second Owner,25.0,1396.0,69.0,140.0,5.0
6518,Tata Indica V2 DL BSIII,2011,75000,140500,Diesel,Individual,Manual,Third Owner,17.0,1396.0,52.0,85.0,5.0
6519,Tata Indica V2 DLE BSIII,2011,114999,172000,Diesel,Individual,Manual,Second Owner,17.0,1396.0,52.0,85.0,5.0
6520,Tata Indica V2 DLS,2011,100000,80000,Diesel,Individual,Manual,First Owner,17.0,1396.0,53.0,8.0,5.0
6521,Tata Indica V2 DLX BSII,2011,110000,50000,Diesel,Individual,Manual,First Owner,17.0,1396.0,53.0,8.0,5.0
6522,Tata Indica Vista Aqua 1.3 Quadrajet,2011,125000,85000,Diesel,Individual,Manual,Second Owner,18.0,1248.0,75.0,190.0,5.0
6523,Tata Indica Vista Aqua 1.3 Quadrajet BSIV,2011,130000,54000,Diesel,Individual,Manual,Second Owner,18.0,1248.0,75.0,190.0,5.0
6524,Tata Indica Vista Aqua 1.4 TDI,2011,200000,110000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,71.0,135.0,5.0
6525,Tata Indica Vista Aqua 1.4 TDI,2011,152000,80000,Diesel,Individual,Manual,First Owner,17.0,1405.0,71.0,135.0,5.0
6526,Tata Indica Vista Aqua 1.4 TDI,2011,248000,80000,Diesel,Individual,Manual,First Owner,17.0,1405.0,71.0,135.0,5.0
6527,Tata Indica Vista Aqua 1.4 TDI,2011,140000,200000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,71.0,135.0,5.0
6528,Tata Indica Vista Aqua TDI BSIII,2011,200000,50000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,71.0,135.0,5.0
6529,Tata Indica Vista Aqua TDI BSIII,2011,200000,200000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,71.0,135.0,5.0
6530,Tata Indica Vista Aura 1.2 Safire (ABS) 90hp BS IV,2011,150000,70000,Petrol,Individual,Manual,Second Owner,16.0,1172.0,65.0,96.0,5.0
6531,Tata Indica Vista Aura 1.2 Safire BSIV,2011,130000,70000,Petrol,Individual,Manual,Second Owner,16.0,1172.0,65.0,96.0,5.0
6532,Tata Indica Vista Aura 1.3 Quadrajet (ABS),2011,100000,80000,Diesel,Individual,Manual,First Owner,18.0,1248.0,75.0,190.0,5.0
6533,Tata Indica Vista Aura 1.3 Quadrajet (ABS) BS IV,2011,180000,120000,Diesel,Individual,Manual,Second Owner,18.0,1248.0,75.0,190.0,5.0
6534,Tata Indica Vista TDI LS,2011,110000,120000,Diesel,Individual,Manual,First Owner,19.0,1405.0,70.0,135.0,5.0
6535,Tata Indica Vista TDI LS,2011,150000,120000,Diesel,Individual,Manual,First Owner,19.0,1405.0,70.0,135.0,5.0
6536,Tata Indica Vista TDI LX,2011,210000,100000,Diesel,Individual,Manual,First Owner,19.0,1405.0,70.0,135.0,5.0
6537,Tata Indica Vista TDI LX,2011,210000,120000,Diesel,Individual,Manual,First Owner,19.0,1405.0,70.0,135.0,5.0
6538,Tata Indica Vista TDI LX,2011,350000,80000,Diesel,Individual,Manual,First Owner,19.0,1405.0,70.0,135.0,5.0
6539,Tata Indica Vista Terra 1.4 TDI,2011,200000,80000,Diesel,Individual,Manual,First Owner,17.0,1405.0,71.0,135.0,5.0
6540,Tata Indica Vista Terra Quadrajet 1.3L BS IV,2011,180000,87000,Diesel,Individual,Manual,First Owner,18.0,1248.0,75.0,190.0,5.0
6541,Tata Indica Vista Terra TDI BSIII,2011,70000,80000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,71.0,135.0,5.0
6542,Tata Indigo CR4,2011,200000,84321,Diesel,Individual,Manual,First Owner,23.0,1396.0,70.0,140.0,5.0
6543,Tata Indigo CR4,2011,189000,70000,Diesel,Individual,Manual,Second Owner,23.0,1396.0,70.0,140.0,5.0
6544,Tata Indigo CR4,2011,200000,70000,Diesel,Individual,Manual,Second Owner,23.0,1396.0,70.0,140.0,5.0
6545,Tata Indigo CR4,2011,153000,50000,Diesel,Individual,Manual,Second Owner,23.0,1396.0,70.0,140.0,5.0
6546,Tata Indigo CR4,2011,210000,175000,Diesel,Individual,Manual,Second Owner,23.0,1396.0,70.0,140.0,5.0
6547,Tata Indigo CS eGLX BS IV,2011,150000,50000,Petrol,Individual,Manual,Second Owner,15.0,1193.0,64.0,100.0,5.0
6548,Tata Indigo CS eGLX BS IV,2011,181000,70000,Petrol,Individual,Manual,First Owner,15.0,1193.0,64.0,100.0,5.0
6549,Tata Indigo CS eGLX BS IV,2011,90000,90000,Petrol,Individual,Manual,Second Owner,15.0,1193.0,64.0,100.0,5.0
6550,Tata Indigo CS eLX BS IV,2011,150000,120000,Diesel,Individual,Manual,First Owner,23.0,1396.0,69.0,140.0,5.0
6551,Tata Indigo CS eLX BS IV,2011,220000,80000,Diesel,Individual,Manual,First Owner,23.0,1396.0,69.0,140.0,5.0
6552,Tata Indigo CS GLS BSIII,2011,120000,70000,Petrol,Individual,Manual,Second Owner,15.0,1193.0,65.0,10.0,5.0
6553,Tata Indigo eCS LX BSIV,2011,215000,70000,Diesel,Individual,Manual,First Owner,23.0,1396.0,69.0,140.0,5.0
6554,Tata Indigo eCS LX BSIV,2011,210000,175000,Diesel,Individual,Manual,Second Owner,23.0,1396.0,69.0,140.0,5.0
6555,Tata Indigo GLX,2011,150000,150000,Petrol,Individual,Manual,First Owner,12.0,1396.0,85.0,12.0,5.0
6556,Tata Indigo LS,2011,175000,85700,Diesel,Individual,Manual,Second Owner,17.0,1405.0,70.0,13.0,5.0
6557,Tata Indigo LS,2011,175000,85700,Diesel,Individual,Manual,Second Owner,17.0,1405.0,70.0,13.0,5.0
6558,Tata Manza Aqua Quadrajet,2011,88000,97343,Diesel,Dealer,Manual,First Owner,18.0,1248.0,90.0,200.0,5.0
6559,Tata Manza Aqua Safire,2011,250000,110000,Petrol,Individual,Manual,Second Owner,15.0,1368.0,90.0,116.0,5.0
6560,Tata Manza Aura (ABS) Quadrajet,2011,190000,90000,Diesel,Dealer,Manual,First Owner,18.0,1248.0,90.0,200.0,5.0
6561,Tata Manza Aura (ABS) Quadrajet,2011,190000,90000,Diesel,Dealer,Manual,First Owner,18.0,1248.0,90.0,200.0,5.0
6562,Tata Manza Aura (ABS) Quadrajet BS IV,2011,325000,79000,Diesel,Individual,Manual,First Owner,21.0,1248.0,88.0,200.0,5.0
6563,Tata Manza Aura (ABS) Quadrajet BS IV,2011,149000,148000,Diesel,Individual,Manual,Second Owner,21.0,1248.0,88.0,200.0,5.0
6564,Tata Manza Aura (ABS) Quadrajet BS IV,2011,275000,50000,Diesel,Individual,Manual,First Owner,21.0,1248.0,88.0,200.0,5.0
6565,Tata Manza Aura Plus Quadrajet BS IV,2011,340000,50000,Diesel,Individual,Manual,First Owner,19.0,1248.0,90.0,200.0,5.0
6566,Tata Manza Aura Quadrajet,2011,229999,110000,Diesel,Individual,Manual,Second Owner,18.0,1248.0,90.0,200.0,5.0
6567,Tata Manza Aura Quadrajet,2011,229999,110000,Diesel,Individual,Manual,Second Owner,18.0,1248.0,90.0,200.0,5.0
6568,Tata Manza Aura Safire,2011,225000,35000,Petrol,Individual,Manual,First Owner,15.0,1368.0,90.0,116.0,5.0
6569,Tata Manza Aura Safire,2011,225000,35000,Petrol,Individual,Manual,First Owner,15.0,1368.0,90.0,116.0,5.0
6570,Tata Manza Aura Safire,2011,225000,35000,Petrol,Individual,Manual,First Owner,15.0,1368.0,90.0,116.0,5.0
6571,Tata Manza ELAN Quadrajet BS III,2011,250000,70000,Diesel,Individual,Manual,First Owner,19.0,1248.0,90.0,200.0,5.0
6572,Tata Manza ELAN Quadrajet BS III,2011,250000,70000,Diesel,Individual,Manual,First Owner,19.0,1248.0,90.0,200.0,5.0
6573,Tata Manza ELAN Quadrajet BS IV,2011,265000,120000,Diesel,Individual,Manual,First Owner,21.0,1248.0,88.0,200.0,5.0
6574,Tata Nano Cx,2011,45000,10000,Petrol,Individual,Manual,Third Owner,26.0,624.0,35.0,48.0,4.0
6575,Tata Nano Cx,2011,70000,80000,Petrol,Individual,Manual,First Owner,26.0,624.0,35.0,48.0,4.0
6576,Tata Nano Cx,2011,46000,25000,Petrol,Individual,Manual,Second Owner,26.0,624.0,35.0,48.0,4.0
6577,Tata Nano Lx,2011,70000,40000,Petrol,Individual,Manual,First Owner,26.0,624.0,35.0,4.0,4.0
6578,Tata New Safari DICOR 2.2 EX 4x2,2011,450000,80000,Diesel,Individual,Manual,Third Owner,11.0,2179.0,138.0,320.0,7.0
6579,Tata New Safari DICOR 2.2 EX 4x2,2011,350000,156000,Diesel,Individual,Manual,First Owner,11.0,2179.0,138.0,320.0,7.0
6580,Tata New Safari DICOR 2.2 EX 4x2,2011,229999,140000,Diesel,Individual,Manual,Second Owner,11.0,2179.0,138.0,320.0,7.0
6581,Tata New Safari DICOR 2.2 EX 4x2,2011,300000,120000,Diesel,Individual,Manual,Second Owner,11.0,2179.0,138.0,320.0,7.0
6582,Tata New Safari DICOR 2.2 EX 4x2,2011,300000,80000,Diesel,Individual,Manual,Second Owner,11.0,2179.0,138.0,320.0,7.0
6583,Tata New Safari DICOR 2.2 EX 4x4,2011,300000,80000,Diesel,Individual,Manual,First Owner,13.0,2179.0,138.0,320.0,7.0
6584,Tata New Safari DICOR 2.2 VX 4x2,2011,350000,160000,Diesel,Individual,Manual,First Owner,13.0,2179.0,138.0,320.0,7.0
6585,Tata New Safari DICOR 2.2 VX 4x2 BS IV,2011,240000,120000,Diesel,Individual,Manual,First Owner,13.0,2179.0,138.0,320.0,7.0
6586,Tata New Safari DICOR 2.2 VX 4x2 BS IV,2011,350000,58000,Diesel,Individual,Manual,Second Owner,13.0,2179.0,138.0,320.0,7.0
6587,Tata Safari DICOR 2.2 EX 4x2,2011,300000,80000,Diesel,Individual,Manual,Second Owner,13.0,2179.0,138.0,320.0,7.0
6588,Tata Safari DICOR 2.2 EX 4x2,2011,300000,120000,Diesel,Individual,Manual,First Owner,13.0,2179.0,138.0,320.0,7.0
6589,Tata Safari DICOR 2.2 EX 4x2,2011,320000,80000,Diesel,Individual,Manual,First Owner,13.0,2179.0,138.0,320.0,7.0
6590,Tata Safari DICOR 2.2 EX 4x2,2011,225000,110000,Diesel,Individual,Manual,Third Owner,13.0,2179.0,138.0,320.0,7.0
6591,Tata Safari DICOR 2.2 EX 4x2,2011,300000,70000,Diesel,Individual,Manual,First Owner,13.0,2179.0,138.0,320.0,7.0
6592,Tata Safari DICOR 2.2 LX 4x2,2011,425000,60000,Diesel,Individual,Manual,Second Owner,13.0,2179.0,138.0,320.0,7.0
6593,Tata Safari DICOR 2.2 LX 4x2,2011,425000,60000,Diesel,Individual,Manual,Second Owner,13.0,2179.0,138.0,320.0,7.0
6594,Tata Sumo CX 10 Str BSIV,2011,175000,20000,Diesel,Individual,Manual,First Owner,12.0,1948.0,68.0,115.0,10.0
6595,Tata Sumo MKII GX BS IV,2011,250000,90000,Diesel,Individual,Manual,Second Owner,13.0,2179.0,118.0,250.0,7.0
6596,Tata Sumo MKII GX BS IV,2011,250000,90000,Diesel,Individual,Manual,Second Owner,13.0,2179.0,118.0,250.0,7.0
6597,Tata Sumo MKII GX BS IV,2011,250000,90000,Diesel,Individual,Manual,Second Owner,13.0,2179.0,118.0,250.0,7.0
6598,Toyota Corolla Altis Diesel D4DG,2011,365000,185000,Diesel,Individual,Manual,Second Owner,21.0,1364.0,87.0,205.0,5.0
6599,Toyota Etios 1.5 V,2011,285000,45500,Petrol,Dealer,Manual,First Owner,16.0,1496.0,88.0,132.0,5.0
6600,Toyota Etios G,2011,300000,110000,Petrol,Individual,Manual,First Owner,17.0,1496.0,88.0,132.0,5.0
